model_id,lema,jawaban_model,kunci_hadir,sim_definisi,persentil_vs_skor_kebetulan,peringkat_dalam_lema,jumlah_makna,latency_ms,biaya_usd,tokens_in,tokens_out
ling-3.0-flash,Panggah,"Panggah berarti ""tetap"" atau ""masih"" dalam bahasa Indonesia.",1,0.4785,0.9964,7,1,998,7.812e-06,54,106
ling-3.0-flash,Panjenengan,"""Panjenengan"" berarti ""Anda"" dalam bahasa Indonesia.",1,0.1434,0.6716,17,1,1027,7.266e-06,55,97
ling-3.0-flash,Pedhot,"Artinya adalah ""terpotong"" atau ""terluka karena terpotong.""",0,0.2475,0.9029,9,1,1027,7.98e-06,53,109
ling-3.0-flash,Pewe,Pewe artinya buang air kecil (kencing).,0,0.2705,0.928,7,2,1017,7.728e-06,53,105
ling-3.0-flash,Pindho,Pindho berarti pindah atau berpindah tempat.,0,0.1024,0.5131,13,1,980,6.867e-06,54,91
ling-3.0-flash,Pirantos,Pirantos berarti peralatan atau alat-alat dalam bahasa Indonesia.,1,0.5981,0.9995,2,1,1432,1.7934e-05,53,267
ling-3.0-flash,Pitakon,Pitakon berarti pertanyaan atau soal dalam bahasa Indonesia.,1,0.5191,0.9981,14,1,1006,5.733e-06,54,73
ling-3.0-flash,Piyambak,"Piyambak berarti ""sendiri"" atau ""milik sendiri"" dalam bahasa Indonesia.",1,0.6608,0.9998,3,2,1266,9.408e-06,55,131
ling-3.0-flash,Purun,Purun adalah sejenis pohon palma (lontar) yang tumbuh di daerah tropis.,0,-0.0079,0.0737,20,1,10909,4.026e-05,53,206
ling-3.0-flash,Reksa,Reksa berarti pelindung atau penjaga.,1,0.5383,0.9986,12,1,10848,3.42e-05,54,172
ling-3.0-flash,Rene,"Rene berarti ""sayang"" atau ""kasih"" dalam bahasa Indonesia.",0,-0.0647,0.0067,20,1,4969,2.136e-05,53,101
ling-3.0-flash,Riyoyo,Riyoyo berarti terkenal atau dikenal luas.,0,0.0941,0.4779,13,1,1162,8.064e-06,54,110
ling-3.0-flash,Rontek,"Rontek berarti terlantar atau ditinggalkan, merujuk pada seseorang yang ditinggalkan atau tidak diperhatikan oleh orang lain.",0,0.1882,0.7984,9,1,1544,1.5876e-05,54,234
ling-3.0-flash,Sae,"Artinya adalah ""baik"" atau ""bagus"".",1,0.4487,0.9942,11,1,1096,6.72e-06,53,89
ling-3.0-flash,Saged,Mampu atau bisa.,1,0.5181,0.9981,4,1,1350,6.09e-06,53,79
ling-3.0-flash,Sagedipun,"Sagedipun berarti ""mampu"" atau ""dapat"" dalam bahasa Indonesia.",1,0.2631,0.9207,7,1,6059,2.7e-05,54,132
ling-3.0-flash,Sampun,"""Sampun"" berarti ""sudah"" dalam bahasa Indonesia.",1,0.4383,0.9933,8,2,962,5.838e-06,53,75
ling-3.0-flash,Sanadyan,Sudah atau telah (menunjukkan sesuatu telah selesai dilakukan).,0,0.0063,0.1118,20,1,1065,9.45e-06,54,132
ling-3.0-flash,Seje,"""Seje"" berarti ""satu"" dalam bahasa Indonesia.",0,0.0112,0.127,17,1,6962,3.054e-05,53,152
ling-3.0-flash,Senep,Senep dalam bahasa Jawa berarti sengsara atau menderita.,0,0.2903,0.9449,7,2,16912,7.608e-05,53,405
ling-3.0-flash,Sewelas,Sewelas artinya lima belas (15).,0,0.3375,0.9713,8,1,6186,2.334e-05,53,112
ling-3.0-flash,Sitok,"""Sitok"" dalam bahasa Jawa berarti ""satu"" atau ""sebuah.""",1,0.1852,0.7912,14,1,2199,3.003e-05,53,459
ling-3.0-flash,Songo,Songo berarti sembilan.,1,0.3465,0.9747,4,1,1300,4.641e-06,53,56
ling-3.0-flash,sopo,"""Sopo"" berarti ""siapa"" dalam bahasa Indonesia.",1,0.4075,0.9893,9,1,937,5.46e-06,53,69
ling-3.0-flash,Stel kendo,"Pakaian tradisional Jawa berupa kain kendo yang dililitkan sebagai sarung, biasanya dipadukan dengan baju atas.",0,0.0813,0.4212,17,1,1413,1.6401e-05,55,242
ling-3.0-flash,Sugeng,"Sugeng artinya ""selamat"" dalam bahasa Indonesia, digunakan sebagai salam atau ucapan selamat.",1,0.5587,0.999,2,1,1044,7.35e-06,53,99
ling-3.0-flash,Sumelang,Sumelang berarti terlambat atau sudah lewat waktu.,0,0.2028,0.8304,11,1,1092,7.875e-06,54,107
ling-3.0-flash,Sundel,Sundel berarti pelacur atau pekerja seks komersial.,1,0.2105,0.8453,17,2,952,5.712e-06,53,73
ling-3.0-flash,Surup,Surup berarti samar atau tidak jelas bentuk maupun wujudnya.,0,0.078,0.4058,16,1,1281,7.413e-06,53,100
ling-3.0-flash,Syawalan,"Syawalan adalah perayaan atau hari raya setelah bulan puasa Ramadan, yang dalam bahasa Indonesia lebih dikenal sebagai Lebaran atau Idul Fitri.",1,0.6434,0.9998,10,1,1143,9.261e-06,54,129
ling-3.0-flash,Tali goci,"Tali goci adalah tali yang terbuat dari serat tumbuhan (seperti kelapa) yang dipintal, digunakan untuk mengikat atau mengamankan barang.",0,0.452,0.9945,8,1,11123,3.912e-05,55,199
ling-3.0-flash,Tengen,Tengen berarti kanan.,1,0.2565,0.9135,6,1,5522,1.476e-05,54,64
ling-3.0-flash,Tiwas,Tiwas artinya meninggal dunia atau mati.,1,0.5765,0.9992,6,3,1122,8.799e-06,53,122
ling-3.0-flash,Tresna,Tresna berarti cinta dalam bahasa Indonesia.,1,0.3445,0.974,14,1,954,5.166e-06,54,64
ling-3.0-flash,Tumbas,Tumbas artinya membeli atau membelanjakan.,1,0.6217,0.9996,1,1,1047,7.749e-06,54,105
ling-3.0-flash,Tur,"""Tur"" dalam bahasa Jawa berarti ""turun"" dalam bahasa Indonesia.",0,-0.0725,0.0045,19,1,949,6.258e-06,52,82
ling-3.0-flash,Unjung-unjung,Unjung-unjung berarti ujung atau puncak dari sesuatu.,0,0.0845,0.4357,17,1,1313,1.3503e-05,55,196
ling-3.0-flash,Urug,Urug berarti menanam atau menyuburkan tanah.,0,0.721,0.9999,4,1,1142,7.665e-06,53,104
ling-3.0-flash,Wadon,Wadon berarti perempuan atau wanita dalam bahasa Indonesia.,1,0.4856,0.9967,4,1,992,5.901e-06,53,76
ling-3.0-flash,Wedhi,Wedhi berarti sakit atau penyakit.,0,0.029,0.1909,18,1,8669,5.376e-05,53,281
ling-3.0-flash,Wo,"""Wo"" adalah seruan dalam bahasa Jawa yang mengekspresikan rasa terkejut, terharu, atau kesadaran tiba-tiba, kurang lebih setara dengan ""oh"" atau ""aha"" dalam bahasa Indonesia.",0,0.4291,0.9922,3,2,9890,2.616e-05,52,128
ling-3.0-flash,Yen,"Yen artinya ""jika"" dalam bahasa Indonesia.",1,0.548,0.9988,2,1,3788,1.608e-05,52,72
llama-3-1-8b-q4km-local,akeh,Banyak.,1,0.2842,0.9402,15,1,369,,40,4
llama-3-1-8b-q4km-local,Anggitan,Anggitan berarti kegembiraan.,0,-0.002,0.0885,20,1,517,,41,12
llama-3-1-8b-q4km-local,bajigur,Bajigur berarti kopi hitam.,0,0.2922,0.9463,20,2,615,,41,12
llama-3-1-8b-q4km-local,Balung,"Balung berarti ""menggantung"" atau ""tergantung"".",0,0.2931,0.947,7,1,557,,40,19
llama-3-1-8b-q4km-local,bantet,Bantet berarti berlari dengan cepat.,0,0.1224,0.5942,16,1,571,,41,13
llama-3-1-8b-q4km-local,Bedat,Bedat berarti berlari.,0,0.0334,0.2079,20,1,515,,40,9
llama-3-1-8b-q4km-local,Bisane,"Bisane berarti ""mungkin"" atau ""boleh jadi"".",0,0.263,0.9205,15,2,545,,40,17
llama-3-1-8b-q4km-local,Blumbang,Blumbang berarti tempurung kelapa.,0,0.1373,0.6503,15,1,579,,41,12
llama-3-1-8b-q4km-local,Bolo,Bolo berarti makanan ringan.,0,0.0726,0.3813,20,3,510,,40,11
llama-3-1-8b-q4km-local,Bondho,Arti kata Bondho dalam bahasa Indonesia adalah kekurangan.,0,0.2121,0.8483,11,1,643,,40,15
llama-3-1-8b-q4km-local,Bongko,Bongko berarti kepala.,0,0.0216,0.1631,20,2,437,,41,9
llama-3-1-8b-q4km-local,Briwut,"Briwut berarti ""membuat keributan"" dalam bahasa Indonesia.",0,0.1132,0.5575,14,1,591,,41,20
llama-3-1-8b-q4km-local,Carane,Carane berarti cara.,1,0.4172,0.9907,11,1,499,,40,7
llama-3-1-8b-q4km-local,Celuk,"Celuk berarti tempat kerajinan logam, terutama perhiasan emas.",0,0.0804,0.417,18,1,705,,40,23
llama-3-1-8b-q4km-local,Cempe,Cempe berarti kuda.,0,0.1375,0.651,15,1,522,,40,9
llama-3-1-8b-q4km-local,Cetho,"Cetho berarti ""tempat peristirahatan"" dalam bahasa Jawa.",0,0.0025,0.1006,17,1,751,,41,21
llama-3-1-8b-q4km-local,Cilik,Cilik berarti kecil.,1,0.5451,0.9987,5,1,419,,40,8
llama-3-1-8b-q4km-local,Crigis,"Kata ""Crigis"" dalam bahasa Jawa berarti ""menggigit"".",0,0.1153,0.566,14,1,642,,41,21
llama-3-1-8b-q4km-local,Dalem,Dalem berarti dalam rumah.,1,0.2358,0.887,11,3,550,,40,9
llama-3-1-8b-q4km-local,Dateng,Arti kata Dateng dalam bahasa Indonesia adalah berlari.,0,0.2241,0.8689,20,2,505,,40,15
llama-3-1-8b-q4km-local,Dong opo ora,"Dong opo ora berarti ""tidak apa-apa"" dalam bahasa Indonesia.",0,0.2241,0.869,17,1,634,,42,20
llama-3-1-8b-q4km-local,Dudu,Dudu berarti lelah.,0,0.0464,0.2635,14,1,620,,40,8
llama-3-1-8b-q4km-local,Embuh,Embuh berarti sembuh.,0,-0.0813,0.0027,20,1,421,,40,9
llama-3-1-8b-q4km-local,Endog,"Endog berarti ""dalam"" dalam bahasa Jawa.",0,0.1306,0.6256,15,1,533,,40,15
llama-3-1-8b-q4km-local,Entek,"Arti kata ""Entek"" dalam bahasa Indonesia adalah ""Tidak ada"".",0,0.3893,0.9863,10,1,647,,40,18
llama-3-1-8b-q4km-local,Gangsal,Gangsal berarti lima.,1,0.0783,0.4074,14,1,452,,40,9
llama-3-1-8b-q4km-local,Geger,Geger berarti heboh atau kerumunan orang.,1,0.4504,0.9944,15,2,514,,40,14
llama-3-1-8b-q4km-local,Gentho,"Gentho berarti ""membuat gentong""",0,0.2529,0.9093,2,1,477,,40,13
llama-3-1-8b-q4km-local,Graji,Graji berarti hujan lebat.,0,0.0624,0.3348,17,1,497,,40,12
llama-3-1-8b-q4km-local,Iki,"Kata ""Iki"" dalam bahasa Jawa berarti ""ini"".",1,0.2399,0.8929,12,1,656,,40,17
llama-3-1-8b-q4km-local,Inggil,"Inggil berarti ""mengeluh"" atau ""mengaduh"".",0,0.2796,0.9364,16,3,571,,41,19
llama-3-1-8b-q4km-local,Isuk,Isuk berarti pagi.,1,0.3692,0.9817,10,1,486,,40,8
llama-3-1-8b-q4km-local,Jalaran,"Kata Jalaran dalam bahasa Jawa berarti ""mengalami"" atau ""menghadapi"".",0,0.191,0.805,14,1,667,,41,26
llama-3-1-8b-q4km-local,Janganan,"Janganan berarti ""tidak ada"" atau ""kosong"".",0,0.0962,0.4868,9,1,541,,41,16
llama-3-1-8b-q4km-local,Jeblos,"Jeblos berarti ""menghambat"" atau ""menghalangi"".",0,0.2349,0.8857,16,1,627,,40,20
llama-3-1-8b-q4km-local,Jeglongan,"Jeglongan berarti ""menggongsi"" atau ""menggonggong"".",0,0.126,0.6083,15,1,758,,41,23
llama-3-1-8b-q4km-local,Kae,"Kata ""Kae"" dalam bahasa Jawa berarti ""saya"" dalam bahasa Indonesia.",0,-0.0361,0.0262,18,1,674,,40,23
llama-3-1-8b-q4km-local,Kajeng,"Kata ""Kajeng"" dalam bahasa Jawa berarti ""saya senang"" atau ""saya gembira"".",0,0.0959,0.4855,12,2,711,,41,29
llama-3-1-8b-q4km-local,Kawulo,"Kata ""Kawulo"" dalam bahasa Jawa berarti ""menggigit"".",0,-0.0207,0.0481,20,2,587,,40,21
llama-3-1-8b-q4km-local,Kaya dene,"Kata ""Kaya dene"" dalam bahasa Jawa berarti ""saya kaya"".",0,0.0256,0.1777,19,1,629,,42,22
llama-3-1-8b-q4km-local,Kebluk,Kebluk berarti sedih atau sedang menangis.,0,0.2596,0.9169,10,2,531,,41,15
llama-3-1-8b-q4km-local,Keluk,Keluk berarti lubang kecil.,0,0.1272,0.6129,12,1,512,,40,10
llama-3-1-8b-q4km-local,Kepethuk,Kepethuk berarti sambal kacang.,0,0.0179,0.1495,18,1,507,,42,14
llama-3-1-8b-q4km-local,Keplongor,Keplongor berarti terjatuh atau terpeleset.,0,0.0585,0.317,18,1,633,,42,17
llama-3-1-8b-q4km-local,Kiwa,"Kata ""Kiwa"" dalam bahasa Jawa berarti ""kiri"".",1,0.2096,0.8436,7,1,543,,40,18
llama-3-1-8b-q4km-local,Koen,"Kata ""Koen"" dalam bahasa Jawa berarti ""makan"".",0,0.0365,0.221,18,1,568,,40,18
llama-3-1-8b-q4km-local,Kowe,"Kata ""Kowe"" dalam bahasa Jawa berarti ""kamu"" dalam bahasa Indonesia.",1,0.0994,0.5003,10,1,701,,40,23
llama-3-1-8b-q4km-local,Kula,"Kata ""Kula"" dalam bahasa Jawa berarti ""saya"" dalam bahasa Indonesia.",1,0.0539,0.2964,9,1,718,,40,23
llama-3-1-8b-q4km-local,Kulon,"Kata ""Kulon"" dalam bahasa Jawa berarti ""barat"".",1,0.2603,0.9177,18,1,615,,40,19
llama-3-1-8b-q4km-local,Kupat,"Kata ""Kupat"" dalam bahasa Jawa berarti nasi merah.",0,0.2127,0.8494,17,1,620,,40,20
llama-3-1-8b-q4km-local,Lanang,Lanang berarti laki-laki.,1,0.405,0.989,13,1,447,,40,11
llama-3-1-8b-q4km-local,lhais,"Lhais berarti ""tidak ada"" dalam bahasa Indonesia.",0,0.0725,0.3811,16,1,561,,40,16
llama-3-1-8b-q4km-local,Likur,Likur berarti kotoran atau sisa makanan yang menempel di gigi.,0,0.076,0.397,15,1,612,,40,22
llama-3-1-8b-q4km-local,Londo ireng,"Londo ireng berarti ""makanan yang tidak enak"".",0,0.1318,0.6302,16,1,621,,42,16
llama-3-1-8b-q4km-local,Luwes,Luwes berarti lembut.,0,0.2713,0.9288,17,2,452,,41,10
llama-3-1-8b-q4km-local,Mbanyol,"Kata ""Mbanyol"" dalam bahasa Jawa berarti ""membodohi"" atau ""membuat orang bodoh"".",0,0.3975,0.9877,11,1,835,,41,31
llama-3-1-8b-q4km-local,Mbeling,Mbeling berarti menggembung.,0,0.0752,0.3934,16,1,499,,41,11
llama-3-1-8b-q4km-local,mbesengut,Mbesengut berarti mengambil atau mengangkat sesuatu.,0,0.0971,0.4908,18,1,549,,42,17
llama-3-1-8b-q4km-local,Mbok,Mbok berarti Ibu.,1,0.3846,0.9853,14,2,574,,40,8
llama-3-1-8b-q4km-local,Mboten,Mboten berarti tidak boleh.,1,0.2655,0.923,19,1,442,,41,10
llama-3-1-8b-q4km-local,Meh,"Meh berarti ""tidak"" dalam bahasa Jawa.",0,0.1275,0.614,17,1,502,,39,15
llama-3-1-8b-q4km-local,Mekaten,"Mekaten berarti ""makan"" dalam bahasa Indonesia.",0,-0.0334,0.0292,19,1,590,,40,15
llama-3-1-8b-q4km-local,Mendoan,Mendoan berarti makanan khas Jawa yang berbentuk pipih dan berwarna kecoklatan.,0,0.5924,0.9994,18,1,829,,41,30
llama-3-1-8b-q4km-local,Meneh,Meneh berarti menang.,0,0.1174,0.5745,16,1,514,,41,9
llama-3-1-8b-q4km-local,Menungso,Menungso berarti menunggu.,0,-0.0092,0.0706,19,1,444,,41,10
llama-3-1-8b-q4km-local,Mrene,"Mrene berarti ""mengapa"".",0,0.1143,0.562,15,1,487,,40,10
llama-3-1-8b-q4km-local,Mripate,"Mripate berarti ""membuat miring"" atau ""membuat tidak lurus"".",0,0.1752,0.7662,15,1,695,,41,22
llama-3-1-8b-q4km-local,Muwah-muwuh,"Muwah-muwuh berarti ""terima kasih"" dalam bahasa Jawa.",0,0.1443,0.6747,14,1,617,,44,21
llama-3-1-8b-q4km-local,Namung,"Arti kata ""Namung"" dalam bahasa Indonesia adalah tidak ada.",0,0.3386,0.9717,14,1,619,,40,16
llama-3-1-8b-q4km-local,Nanging,"Nanging berarti ""tetapi"" dalam bahasa Indonesia.",1,0.116,0.569,20,1,496,,40,14
llama-3-1-8b-q4km-local,Ndrawasi,Ndrawasi berarti orang asing.,0,0.1112,0.5495,20,2,454,,41,10
llama-3-1-8b-q4km-local,Nduwur,"Nduwur berarti ""menggigit"" dalam bahasa Indonesia.",0,0.0094,0.1215,20,1,554,,42,18
llama-3-1-8b-q4km-local,Nedha,Nedha berarti perintah atau peraturan.,0,0.1004,0.5049,12,1,509,,40,14
llama-3-1-8b-q4km-local,Ngarit,Ngarit berarti terlambat.,0,0.0635,0.3397,14,1,446,,41,11
llama-3-1-8b-q4km-local,Ngebaki,Ngebaki berarti menunggu.,0,0.1422,0.6676,13,1,423,,41,10
llama-3-1-8b-q4km-local,Ngecembeng,Ngecembeng berarti sedang menggigil.,0,0.2472,0.9024,4,1,489,,43,15
llama-3-1-8b-q4km-local,Ngelih,Ngelih berarti menghilangkan.,0,0.0486,0.2732,20,1,446,,41,10
llama-3-1-8b-q4km-local,nggapleki,Nggapleki berarti menggigit.,0,0.0276,0.1854,19,1,441,,42,11
llama-3-1-8b-q4km-local,Nggawe,"Nggawe berarti ""membuat"" dalam bahasa Jawa.",1,0.4539,0.9947,13,1,531,,41,17
llama-3-1-8b-q4km-local,nggeh,Nggeh berarti menangis.,0,0.005,0.1078,19,1,420,,40,9
llama-3-1-8b-q4km-local,Nggoser,"Nggoser berarti ""tidak ada"" dalam bahasa Indonesia.",0,0.1246,0.603,18,1,517,,41,16
llama-3-1-8b-q4km-local,Nggugah,Nggugah berarti menggugah atau membangunkan.,1,0.4032,0.9887,12,1,537,,42,17
llama-3-1-8b-q4km-local,Ngono,"Ngono berarti ""tidak apa-apa"" dalam bahasa Indonesia.",0,0.0967,0.4891,16,1,543,,40,17
llama-3-1-8b-q4km-local,Niku,Niku berarti menikmati atau menyukai.,0,0.0814,0.4214,13,1,498,,40,14
llama-3-1-8b-q4km-local,Ning,"Ning berarti ""tidak"" dalam bahasa Indonesia.",0,0.08,0.4151,18,2,540,,39,14
llama-3-1-8b-q4km-local,Ningali,Ningali berarti melihat dengan sengaja.,1,0.1862,0.7937,10,1,493,,40,13
llama-3-1-8b-q4km-local,Njero,Njero berarti dalam.,0,0.2384,0.8907,5,1,461,,41,8
llama-3-1-8b-q4km-local,Nrimo,"Nrimo berarti ""terima kasih"" dalam bahasa Jawa.",0,0.1053,0.5251,19,1,532,,41,18
llama-3-1-8b-q4km-local,Nyambut,"Kata ""Nyambut"" dalam bahasa Jawa berarti ""menghadap"" atau ""menghadapkan diri"".",0,0.1006,0.5055,11,1,712,,41,31
llama-3-1-8b-q4km-local,Nyandhak,Arti kata Nyandhak dalam bahasa Indonesia adalah mengikuti.,0,0.26,0.9174,13,1,565,,42,17
llama-3-1-8b-q4km-local,Og,"Og berarti ""banyak"" dalam bahasa Jawa.",0,0.0808,0.4186,18,1,528,,39,15
llama-3-1-8b-q4km-local,Padha,Arti kata Padha dalam bahasa Indonesia adalah di samping.,0,0.279,0.9359,13,3,503,,40,15
llama-3-1-8b-q4km-local,Pancen,Pancen berarti kosong.,0,0.0994,0.5005,16,1,427,,40,9
llama-3-1-8b-q4km-local,Panggah,Panggah berarti tempat tinggi atau gunung.,0,0.0498,0.2784,17,1,518,,41,15
llama-3-1-8b-q4km-local,Panjenengan,"Panjenengan berarti ""kamu"" atau ""anda"".",1,0.1465,0.682,12,1,509,,41,14
llama-3-1-8b-q4km-local,Pedhot,"Pedhot berarti ""menghampiri""",0,0.0996,0.5015,11,1,463,,40,12
llama-3-1-8b-q4km-local,Pewe,"Pewe berarti ""tidak ada"" dalam bahasa Indonesia.",0,0.1029,0.5153,12,2,494,,40,15
llama-3-1-8b-q4km-local,Pindho,Pindho berarti pergi meninggalkan.,0,0.0174,0.1478,20,1,578,,41,13
llama-3-1-8b-q4km-local,Pirantos,"Pirantos berarti ""tangan"" dalam bahasa Jawa.",0,0.191,0.8049,14,1,617,,41,17
llama-3-1-8b-q4km-local,Pitakon,"Pitakon berarti ""mengerti"" dalam bahasa Indonesia.",0,0.2498,0.9057,17,1,536,,41,17
llama-3-1-8b-q4km-local,Piyambak,Piyambak berarti sendiri.,1,0.6122,0.9996,9,2,417,,42,10
llama-3-1-8b-q4km-local,Purun,Purun berarti hancur atau rusak.,0,0.0475,0.2682,19,1,471,,40,13
llama-3-1-8b-q4km-local,Reksa,"Reksa berarti ""mengurus"" atau ""memelihara"".",1,0.5171,0.9981,14,1,556,,41,18
llama-3-1-8b-q4km-local,Rene,"Kata ""Rene"" dalam bahasa Jawa berarti ""mengenal"" atau ""mengetahui"".",0,0.1417,0.6658,10,1,644,,39,26
llama-3-1-8b-q4km-local,Riyoyo,"Riyoyo berarti ""saya tidak tahu"" dalam bahasa Jawa.",0,-0.0157,0.0574,20,1,549,,40,19
llama-3-1-8b-q4km-local,Rontek,Rontek berarti berantakan.,0,0.0079,0.117,20,1,438,,41,10
llama-3-1-8b-q4km-local,Sae,"Sae berarti ""sama"" dalam bahasa Indonesia.",0,0.0349,0.2136,19,1,593,,40,14
llama-3-1-8b-q4km-local,Saged,"Saged berarti ""mungkin"" atau ""boleh jadi"".",0,0.4287,0.9922,10,1,621,,40,16
llama-3-1-8b-q4km-local,Sagedipun,"Sagedipun berarti ""mungkin"" atau ""boleh jadi"".",0,0.0806,0.4177,17,1,554,,42,18
llama-3-1-8b-q4km-local,Sampun,Sampun berarti sudah.,1,0.4382,0.9933,9,2,490,,40,8
llama-3-1-8b-q4km-local,Sanadyan,"Sanadyan berarti ""saya tidak tahu"" dalam bahasa Indonesia.",0,0.084,0.4335,17,1,537,,41,18
llama-3-1-8b-q4km-local,Seje,"Seje berarti ""saya"" dalam bahasa Jawa.",0,-0.0215,0.0466,20,1,641,,40,15
llama-3-1-8b-q4km-local,Senep,Senep berarti kacang hijau.,0,0.1352,0.6426,18,2,493,,40,11
llama-3-1-8b-q4km-local,Sewelas,Sewelas berarti sepuluh.,0,0.3246,0.9655,9,1,526,,40,10
llama-3-1-8b-q4km-local,Sitok,Arti kata Sitok dalam bahasa Indonesia adalah berhenti.,0,0.3071,0.9563,4,1,600,,40,15
llama-3-1-8b-q4km-local,Songo,Songo berarti enam.,0,0.1905,0.8037,15,1,443,,40,7
llama-3-1-8b-q4km-local,sopo,Sopo berarti rumah.,0,0.019,0.1536,17,1,482,,40,8
llama-3-1-8b-q4km-local,Stel kendo,"Stel kendo berarti ""mengikuti latihan pedang"" dalam bahasa Indonesia.",0,0.093,0.4732,16,1,619,,42,22
llama-3-1-8b-q4km-local,Sugeng,Sugeng berarti Selamat pagi.,1,0.4578,0.995,9,1,532,,40,11
llama-3-1-8b-q4km-local,Sumelang,Kata Sumelang berarti Selamat tinggal.,0,0.0229,0.1677,16,1,482,,41,13
llama-3-1-8b-q4km-local,Sundel,Sundel berarti setan.,0,0.2588,0.9161,11,2,427,,40,9
llama-3-1-8b-q4km-local,Surup,Surup berarti air yang mengalir.,0,0.1062,0.529,15,1,452,,40,11
llama-3-1-8b-q4km-local,Syawalan,Syawalan berarti perayaan hari raya.,0,0.5335,0.9985,13,1,579,,41,13
llama-3-1-8b-q4km-local,Tali goci,Tali goci berarti tali gantung.,0,0.4245,0.9917,13,1,519,,42,13
llama-3-1-8b-q4km-local,Tengen,Tengen berarti di depan.,0,0.1853,0.7916,17,1,493,,41,10
llama-3-1-8b-q4km-local,Tiwas,"Tiwas berarti ""tidak ada"" dalam bahasa Indonesia.",0,0.2067,0.8379,19,3,573,,40,15
llama-3-1-8b-q4km-local,Tresna,Tresna berarti cinta.,1,0.3468,0.9748,11,1,449,,41,9
llama-3-1-8b-q4km-local,Tumbas,Tumbas berarti makam.,0,-0.0329,0.0298,20,1,478,,41,9
llama-3-1-8b-q4km-local,Tur,"Kata ""Tur"" dalam bahasa Jawa berarti ""perjalanan"".",0,0.1736,0.762,3,1,562,,39,18
llama-3-1-8b-q4km-local,Unjung-unjung,Unjung-unjung berarti berdiri tegak.,0,0.1117,0.5517,12,1,566,,44,15
llama-3-1-8b-q4km-local,Urug,Urug berarti menggali tanah dengan tangan.,0,0.5614,0.999,10,1,567,,40,14
llama-3-1-8b-q4km-local,Wadon,Wadon berarti perempuan.,1,0.4662,0.9956,12,1,439,,41,10
llama-3-1-8b-q4km-local,Wedhi,Wedhi berarti bunga.,0,0.0226,0.1664,19,1,461,,40,8
llama-3-1-8b-q4km-local,Wo,"Wo berarti ""tidak"" dalam bahasa Jawa.",0,0.0276,0.1855,20,2,512,,39,14
llama-3-1-8b-q4km-local,Yen,Yen berarti uang.,0,0.0214,0.1621,20,1,462,,39,8
mistral-small-3-2501,akeh,Akeh berarti banyak.,1,0.2862,0.9418,9,1,655,1.014e-05,190,8
mistral-small-3-2501,Anggitan,"Anggitan berarti ""pengertian"" atau ""penjelasan"".",0,0.0839,0.4328,14,1,1597,1.094e-05,190,18
mistral-small-3-2501,bajigur,"Bajigur adalah minuman tradisional yang terbuat dari santan, gula, dan daun pandan.",1,0.6127,0.9996,18,2,1134,1.153e-05,189,26
mistral-small-3-2501,Balung,"Balung berarti ""batu"" dalam bahasa Indonesia.",0,0.0558,0.3049,20,1,703,1.049e-05,189,13
mistral-small-3-2501,bantet,"""Bantet"" berarti ""banyak"" dalam bahasa Indonesia.",0,0.1249,0.6041,14,1,726,1.073e-05,189,16
mistral-small-3-2501,Bedat,"""Bedat"" dalam bahasa Jawa berarti ""banyak"" dalam bahasa Indonesia.",0,0.047,0.2661,18,1,924,1.089e-05,189,18
mistral-small-3-2501,Bisane,"Bisane berarti ""sampai"" dalam bahasa Indonesia.",0,0.0841,0.4339,19,2,1000,1.057e-05,189,14
mistral-small-3-2501,Blumbang,"Blumbang berarti ""bunga"" dalam bahasa Indonesia.",0,0.0265,0.1808,20,1,609,1.062e-05,190,14
mistral-small-3-2501,Bolo,"""Bolo"" dalam bahasa Jawa berarti ""bola"" dalam bahasa Indonesia.",0,0.0964,0.4878,15,3,3241,1.081e-05,189,17
mistral-small-3-2501,Bondho,"""Bondho"" dalam bahasa Jawa berarti ""bebas"" dalam bahasa Indonesia.",0,-0.0136,0.0615,18,1,762,1.105e-05,189,20
mistral-small-3-2501,Bongko,"""Bongko"" berarti ""bongkahan"" atau ""potongan besar"".",0,0.2163,0.8559,12,2,698,1.11e-05,190,20
mistral-small-3-2501,Briwut,"Briwut berarti ""biasa"" dalam bahasa Indonesia.",0,0.0505,0.2813,18,1,776,1.078e-05,190,16
mistral-small-3-2501,Carane,"""Carane"" dalam bahasa Jawa berarti ""bagaimana"" dalam bahasa Indonesia.",0,0.3386,0.9717,15,1,706,1.089e-05,189,18
mistral-small-3-2501,Celuk,"Celuk berarti ""membuat"" atau ""membuatkan"" dalam bahasa Indonesia.",0,0.1175,0.575,15,1,707,1.113e-05,189,21
mistral-small-3-2501,Cempe,"""Cempe"" dalam bahasa Jawa berarti ""sampah"" dalam bahasa Indonesia.",0,-0.0247,0.0411,20,1,682,1.105e-05,189,20
mistral-small-3-2501,Cetho,"Cetho berarti ""batu"" dalam bahasa Indonesia.",0,-0.0668,0.006,20,1,740,1.062e-05,190,14
mistral-small-3-2501,Cilik,Cilik berarti kecil.,1,0.544,0.9987,8,1,531,1.001e-05,189,7
mistral-small-3-2501,Crigis,"Maaf, saya tidak memiliki informasi tentang kata ""Crigis"" dalam bahasa Jawa.",0,0.1796,0.7776,13,1,767,1.105e-05,189,20
